MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
2017-12-01,1209,35,Male,C21,Bachelor,62599,2017-11-30,,3,3,0,1
2017-12-01,1210,37,Male,C25,College,59653,2017-12-19,,2,2,0,1
2017-06-01,1211,27,Female,C1,Master,48097,2017-06-22,,3,3,0,1
2016-01-01,1212,26,Male,C9,College,47419,2015-05-16,,1,2,1846550,4
2016-01-01,1213,47,Male,C7,Master,54491,2015-09-07,,1,1,569260,4
2017-08-01,1214,37,Male,C20,Master,55698,2017-08-01,,2,2,0,1
2017-06-01,1215,26,Male,C28,College,18088,2017-05-29,,1,1,0,1
2016-08-01,1216,30,Male,C1,Bachelor,37992,2016-08-13,,1,1,0,1
2016-08-01,1217,38,Male,C5,Master,48409,2016-08-01,,1,1,0,1
2016-10-01,1218,27,Male,C12,Bachelor,37630,2016-10-13,,2,2,0,1
2016-10-01,1219,22,Female,C20,College,30295,2016-10-25,,1,1,0,1
2016-11-01,1220,37,Female,C29,Master,90851,2016-11-15,,3,3,0,1
2016-07-01,1222,32,Female,C20,Master,87845,2016-07-13,,2,2,0,1
2017-01-01,1223,28,Male,C14,Master,54527,2017-01-16,,2,2,0,1
2016-09-01,1224,33,Male,C28,Master,78442,2016-09-03,,3,3,0,1
2016-01-01,1225,28,Female,C11,Bachelor,42262,2013-04-25,,1,1,0,2
2016-01-01,1226,32,Male,C7,College,12456,2015-05-13,,1,1,540230,1
2017-12-01,1227,33,Female,C12,Master,71748,2017-11-30,,2,2,0,1
2016-09-01,1228,32,Male,C9,Bachelor,45575,2016-09-08,,1,1,0,1
2016-01-01,1229,34,Male,C17,College,115006,2014-12-17,,1,4,5733700,4
2017-05-01,1230,35,Female,C8,Master,92594,2017-05-01,,3,3,0,1
2017-08-01,1231,44,Female,C7,Master,82540,2017-07-31,,3,3,0,2
2016-01-01,1232,29,Male,C27,Master,133978,2012-05-31,,2,4,676720,3
2016-06-01,1233,31,Female,C5,Bachelor,42565,2016-06-20,,2,2,0,1
2016-01-01,1234,36,Male,C28,Bachelor,21755,2015-06-29,,1,1,631570,3
2016-12-01,1235,33,Male,C3,College,50372,2016-12-08,,1,1,0,1
2016-01-01,1236,41,Male,C10,Bachelor,94965,2013-11-14,,1,2,708720,2
2016-01-01,1238,27,Male,C12,College,106983,2012-11-26,,2,4,2690100,3
2016-01-01,1239,23,Female,C3,Master,50554,2015-03-10,,1,1,208840,3
2017-02-01,1242,43,Female,C24,Master,67971,2017-02-10,,3,3,0,1
2016-01-01,1243,38,Female,C27,Master,81975,2013-07-18,,1,3,636450,3
2017-05-01,1244,35,Female,C10,College,15291,2017-05-19,,2,2,0,1
2017-07-01,1245,31,Male,C20,Bachelor,43975,2017-07-03,,2,2,0,1
2016-01-01,1246,30,Female,C11,Bachelor,44069,2015-11-18,,1,1,302000,2
2016-12-01,1247,31,Male,C29,College,19217,2016-12-01,,1,1,0,1
2016-07-01,1248,35,Female,C27,Bachelor,39499,2016-07-25,,1,1,0,1
2017-01-01,1249,22,Male,C5,Bachelor,33428,2017-01-14,,1,1,0,4
2016-01-01,1250,39,Female,C14,Master,55519,2015-05-22,,1,1,620200,3
2016-07-01,1251,37,Female,C25,Bachelor,130277,2016-07-04,,3,3,0,1
2017-06-01,1252,23,Female,C6,College,47117,2017-05-30,,2,2,0,1
2017-04-01,1255,41,Male,C2,College,84791,2017-04-24,,3,3,0,1
2016-07-01,1258,29,Female,C23,College,98630,2016-07-21,,2,2,0,1
2016-01-01,1259,37,Male,C21,Bachelor,72550,2015-05-07,,1,2,2156530,4
2016-01-01,1260,31,Female,C17,College,15520,2015-12-28,,1,1,0,1
2016-01-01,1261,28,Male,C17,College,73103,2013-11-25,,2,2,696910,2
2016-01-01,1262,31,Male,C20,College,66074,2015-06-16,2016-01-02,2,2,0,1
2016-12-01,1263,37,Male,C16,Bachelor,62041,2016-12-12,,2,2,0,1
2016-01-01,1264,27,Female,C19,Master,77369,2013-04-29,,1,3,369610,1
2016-01-01,1265,33,Male,C7,College,60358,2015-06-24,,1,2,0,2
2016-11-01,1267,29,Male,C19,Master,35658,2016-10-31,,1,1,0,1
2017-09-01,1268,38,Male,C26,Master,66569,2017-09-01,,2,2,0,1
2016-01-01,1269,36,Female,C2,College,98306,2013-04-27,,1,2,1252080,3
2016-01-01,1271,37,Female,C12,College,108122,2015-08-31,,5,5,0,1
2017-07-01,1272,32,Female,C20,Bachelor,38456,2017-07-18,,2,2,0,1
2017-12-01,1273,32,Female,C11,Master,72186,2017-12-07,,2,2,0,1
2016-01-01,1274,52,Male,C15,Master,133706,2015-06-08,,1,3,4347860,4
2016-01-01,1275,30,Female,C18,College,10883,2015-09-23,2016-01-25,1,1,0,1
2016-10-01,1276,36,Male,C22,Bachelor,42785,2016-10-21,,1,1,0,1
2016-05-01,1277,32,Male,C22,Bachelor,53471,2016-05-06,,2,2,0,1
2017-04-01,1278,31,Male,C5,Master,78444,2017-04-11,,3,3,0,1
2016-01-01,1279,24,Female,C3,Bachelor,34521,2015-10-26,,1,1,250000,1
2016-01-01,1280,41,Female,C20,Bachelor,100150,2015-10-10,,3,3,250000,1
2016-09-01,1281,29,Male,C10,College,65870,2016-08-29,,3,3,0,1
2016-08-01,1283,27,Female,C7,College,50693,2016-07-30,,2,2,0,1
2016-11-01,1284,27,Female,C2,Bachelor,53931,2016-11-14,,1,1,0,1
2016-01-01,1285,30,Male,C12,Master,55419,2015-10-27,,2,2,722050,2
2017-10-01,1286,34,Male,C15,College,81271,2017-10-02,,3,3,0,2
2016-01-01,1287,26,Female,C7,Bachelor,52789,2015-05-28,,1,1,254030,2
2016-10-01,1288,33,Male,C20,Bachelor,94237,2016-10-05,,3,3,0,1
2016-01-01,1289,35,Male,C1,Master,39644,2015-05-30,,1,1,228000,2
2016-08-01,1290,35,Female,C24,Master,27467,2016-08-15,,1,1,0,1
2017-10-01,1294,23,Male,C20,Master,89580,2017-09-28,,3,3,0,1
2016-01-01,1295,31,Male,C23,Master,51643,2013-04-29,,1,2,-116480,1
2016-01-01,1296,25,Male,C19,Master,50803,2015-06-06,,1,1,220840,1
2016-01-01,1297,37,Female,C20,Bachelor,18106,2015-12-07,,1,1,112430,1
2016-07-01,1298,35,Female,C28,Bachelor,72219,2016-07-04,,2,2,0,1
2016-11-01,1300,35,Male,C19,Master,39823,2016-11-02,,1,1,0,1
2016-07-01,1301,32,Male,C7,Bachelor,74620,2016-07-11,,2,2,0,1
2016-10-01,1303,33,Female,C26,Master,78813,2016-10-26,,2,2,0,1
2016-08-01,1304,26,Female,C21,Bachelor,32574,2016-07-30,,1,1,0,1
2016-01-01,1305,25,Female,C24,College,21150,2015-10-08,,1,1,169480,1
2016-01-01,1306,35,Female,C15,College,26928,2015-05-22,,1,1,1204740,2
2016-05-01,1307,35,Male,C17,College,55638,2016-05-04,2016-05-10,3,3,0,1
2016-09-01,1308,36,Male,C29,College,58027,2016-09-05,,3,3,0,1
2016-04-01,1309,33,Male,C11,Bachelor,70921,2016-04-04,,3,3,0,1
2016-01-01,1312,21,Female,C6,College,22115,2015-05-30,,1,1,100010,1
2016-01-01,1314,28,Male,C13,Master,36070,2015-05-20,2016-01-25,1,1,0,1
2016-04-01,1315,33,Male,C6,Bachelor,66225,2016-04-25,,2,2,0,1
2016-01-01,1316,33,Female,C28,Bachelor,68885,2015-10-23,,2,2,295130,4
2016-08-01,1318,29,Male,C8,Master,111414,2016-08-16,,3,3,0,1
2017-01-01,1319,39,Female,C5,Master,25178,2017-01-19,,1,1,0,2
2017-01-01,1320,36,Male,C22,Master,67498,2017-01-02,,2,2,0,1
2017-05-01,1321,34,Male,C20,College,76396,2017-05-22,,2,2,0,1
2017-10-01,1322,28,Male,C2,Bachelor,48963,2017-09-28,,2,2,0,1
2016-08-01,1323,43,Female,C6,Bachelor,67140,2016-08-04,,1,1,0,1
2017-12-01,1324,38,Male,C22,Bachelor,57190,2017-11-28,,3,3,0,1
2017-09-01,1325,34,Male,C25,Master,69401,2017-09-04,,3,3,0,1
2016-10-01,1326,27,Female,C20,Bachelor,41463,2016-10-14,,1,1,0,1
2016-06-01,1327,38,Female,C29,College,33671,2016-06-20,,1,1,0,1
2017-12-01,1328,26,Female,C4,Bachelor,39790,2017-11-29,,1,1,0,1
2016-01-01,1329,31,Male,C29,Master,70088,2015-09-10,2015-12-31,1,1,0,1
2016-01-01,1330,45,Female,C3,College,116163,2014-07-11,,1,4,5122710,3
2016-01-01,1331,39,Female,C7,Bachelor,17493,2015-09-29,,1,1,0,1
2017-10-01,1333,34,Female,C11,Master,43026,2017-09-28,,2,2,0,1
2016-07-01,1334,38,Male,C19,Bachelor,107712,2016-07-18,,4,4,0,1
2016-01-01,1335,32,Male,C18,Master,157124,2012-08-13,,2,3,904730,3
2017-06-01,1336,28,Male,C29,Master,76525,2017-05-29,,3,3,0,1
2016-01-01,1337,50,Female,C10,Bachelor,55465,2012-07-23,,2,3,387600,1
2017-02-01,1338,33,Male,C28,College,33154,2017-02-01,,3,3,0,1
2016-10-01,1339,30,Male,C5,College,24291,2016-10-25,,1,1,0,1
2016-01-01,1340,32,Male,C15,Bachelor,70038,2015-11-18,,2,2,0,1
2017-08-01,1341,35,Male,C21,College,53117,2017-07-31,,3,3,0,1
2016-11-01,1342,32,Female,C20,College,31057,2016-11-24,,2,2,0,1
2016-01-01,1343,35,Female,C26,Bachelor,75417,2010-10-01,,2,3,991140,2
2017-07-01,1345,28,Male,C29,College,15186,2017-07-18,,2,2,0,1
2016-05-01,1347,31,Male,C25,College,54901,2016-05-27,,2,2,0,1
2016-06-01,1348,36,Male,C25,Master,58052,2016-06-23,,2,2,0,1
2016-01-01,1349,32,Male,C4,College,67126,2014-08-19,,1,3,250000,1
2016-01-01,1350,39,Male,C15,College,43705,2015-06-12,2016-01-08,2,2,0,1
2017-11-01,1351,27,Male,C8,College,74837,2017-11-07,,2,2,0,1
2017-08-01,1352,33,Male,C15,Bachelor,99415,2017-08-01,,2,2,0,1
2016-01-01,1353,44,Male,C12,College,49049,2015-06-09,,2,2,205120,1
2016-01-01,1354,33,Female,C20,Master,54212,2015-10-09,,2,3,4610990,4
2016-08-01,1356,30,Female,C11,Master,29306,2016-08-08,,2,2,0,1
2017-01-01,1357,38,Male,C29,Master,105400,2017-01-13,,3,3,0,1
2017-12-01,1358,32,Male,C22,Bachelor,44463,2017-12-05,,2,2,0,1
2016-07-01,1359,31,Male,C1,Master,52007,2016-07-05,,2,2,0,1
2016-12-01,1360,32,Male,C20,College,107592,2016-11-30,,4,4,0,1
2016-01-01,1361,39,Male,C17,Master,26796,2015-11-21,,1,1,221680,1
2016-10-01,1362,29,Male,C20,Bachelor,72843,2016-09-28,,2,2,0,1
2016-01-01,1363,44,Female,C19,College,32736,2012-07-26,,2,3,416910,2
2017-04-01,1364,42,Female,C12,Bachelor,87325,2017-04-11,,3,3,0,1
2016-05-01,1365,29,Male,C18,Master,25483,2016-05-25,,1,1,0,1
2017-09-01,1366,38,Male,C22,College,17496,2017-09-19,,2,2,0,1
2016-01-01,1369,28,Female,C10,College,54231,2015-01-01,,1,1,505830,2
2016-01-01,1370,35,Female,C22,Master,66350,2015-05-22,,1,1,532540,3
2016-01-01,1371,25,Male,C26,College,28447,2015-06-27,,1,1,572450,3
2017-07-01,1372,30,Female,C21,Master,37695,2017-07-17,,1,1,0,1
2016-06-01,1373,33,Male,C26,Master,47651,2016-06-06,,2,2,0,1
2016-01-01,1374,32,Male,C5,Bachelor,88121,2015-06-09,,1,2,3069200,4
2016-01-01,1375,47,Female,C1,Master,44722,2015-09-21,,1,1,166010,2
2016-01-01,1376,23,Male,C23,Master,44907,2015-07-09,2016-01-25,1,1,0,1
2017-07-01,1378,27,Female,C28,College,52711,2017-07-11,,2,2,0,1
2017-11-01,1379,29,Male,C1,College,68975,2017-11-03,,2,2,0,1
2016-01-01,1380,28,Female,C17,Bachelor,77197,2015-10-30,,2,2,0,2
2017-10-01,1381,41,Female,C9,Master,82617,2017-10-02,,3,3,0,1
2016-07-01,1382,32,Female,C16,Master,68259,2016-07-05,,3,3,485010,1
2016-08-01,1383,28,Male,C19,College,88777,2016-08-02,,2,2,0,1
2016-01-01,1384,33,Male,C20,College,38059,2012-10-25,,1,1,424220,4
2017-04-01,1385,31,Female,C23,College,74265,2017-04-27,,3,3,0,1
2016-06-01,1386,27,Female,C26,Master,25458,2016-06-25,,1,1,0,1
2016-07-01,1387,35,Male,C15,Master,51930,2016-07-21,,2,2,0,1
2016-01-01,1388,32,Male,C26,College,44566,2015-12-24,,2,2,0,1
2016-01-01,1390,50,Male,C15,College,81150,2013-11-28,,2,3,116240,1
2016-01-01,1392,40,Female,C13,Bachelor,89118,2010-08-12,,1,4,247420,1
2017-07-01,1393,30,Male,C3,Master,54154,2017-06-22,,2,2,0,1
2016-01-01,1394,36,Male,C25,Bachelor,57908,2015-09-17,,2,2,253900,1
2016-08-01,1395,46,Female,C5,Master,30292,2016-08-02,,1,1,0,1
2016-01-01,1396,31,Male,C16,Bachelor,54821,2015-05-23,,2,2,394650,3
2016-07-01,1397,36,Female,C11,Bachelor,106794,2016-07-04,,3,3,0,1
2016-01-01,1398,32,Female,C18,Bachelor,44160,2015-09-19,2016-01-16,2,2,0,1
2017-07-01,1399,36,Female,C16,Master,48576,2017-07-17,,2,2,0,1
2017-03-01,1400,39,Male,C4,Master,59112,2017-03-02,,2,2,0,1
2017-09-01,1401,32,Female,C4,Bachelor,58073,2017-09-06,,3,3,0,1
2016-01-01,1402,33,Female,C6,College,19072,2015-02-18,,1,1,2381530,2
2016-01-01,1403,36,Male,C1,College,64693,2015-06-29,,2,2,344120,2
2016-07-01,1405,31,Male,C12,Bachelor,119870,2016-07-07,,3,3,0,1
2016-01-01,1406,32,Male,C28,Bachelor,80586,2013-04-27,,1,3,225440,2
2016-12-01,1407,26,Male,C26,Bachelor,27806,2016-12-09,,1,1,0,1
2016-07-01,1409,33,Female,C5,Bachelor,81561,2016-07-07,,3,3,0,1
2017-07-01,1410,24,Male,C5,Master,44061,2017-07-03,,1,1,0,1
2016-11-01,1411,39,Male,C8,College,126416,2016-11-15,,3,3,0,1
2017-12-01,1412,34,Male,C12,Bachelor,77528,2017-11-28,,3,3,0,1
2016-01-01,1413,26,Male,C29,Master,29181,2015-05-21,,1,1,301750,3
2016-01-01,1414,29,Female,C29,Bachelor,47329,2014-11-06,,1,2,390780,3
2016-11-01,1415,29,Male,C20,Bachelor,20641,2016-11-01,,1,1,0,1
2017-10-01,1416,32,Female,C17,Bachelor,55374,2017-09-28,,1,1,0,2
2016-08-01,1417,38,Male,C20,Master,41446,2016-08-15,,1,1,0,1
2016-01-01,1418,31,Male,C17,Master,67679,2015-12-01,,1,1,359710,2
2017-07-01,1419,34,Male,C23,College,17855,2017-07-10,,1,1,0,1
2017-07-01,1421,26,Male,C21,Bachelor,62396,2017-06-28,,3,3,0,1
2016-01-01,1422,30,Female,C12,Master,58946,2015-08-25,,2,2,99900,2
2016-01-01,1424,31,Male,C24,College,48369,2015-08-10,,2,2,400580,2
2016-01-01,1425,26,Male,C16,College,37613,2015-01-28,,1,1,442880,1
2016-01-01,1426,35,Male,C1,Bachelor,98220,2014-11-06,,1,3,2090130,3
2017-08-01,1428,26,Male,C2,College,90585,2017-08-07,,3,3,0,1
2016-01-01,1429,32,Female,C7,Bachelor,70900,2015-09-12,,1,1,203290,2
2017-01-01,1430,31,Female,C6,College,19433,2017-01-02,,2,2,0,1
2016-01-01,1431,37,Female,C7,Bachelor,52963,2015-11-18,,2,2,0,1
2016-01-01,1432,32,Male,C26,College,29365,2015-10-13,,1,2,249740,3
2017-08-01,1433,25,Male,C16,College,57678,2017-07-31,,3,3,0,1
2017-10-01,1434,37,Male,C21,Bachelor,57744,2017-09-28,,3,3,0,1
2016-01-01,1435,25,Female,C15,Master,19020,2016-01-02,,1,1,100920,1
2017-02-01,1436,25,Male,C8,College,64128,2017-01-30,,2,2,0,1
2016-12-01,1437,34,Female,C3,Master,56060,2016-11-28,,2,2,0,1
2017-10-01,1438,37,Male,C10,College,63819,2017-09-28,,3,3,0,2
2016-01-01,1439,31,Female,C7,Bachelor,49664,2016-01-13,,1,1,120960,1
2016-11-01,1441,28,Male,C10,Bachelor,78906,2016-11-15,,2,2,0,1
2016-11-01,1442,27,Male,C13,College,54126,2016-11-11,,2,2,0,1
2016-01-01,1443,36,Female,C26,Bachelor,48540,2015-10-03,,2,2,0,1
2016-01-01,1444,29,Female,C6,Master,27216,2014-11-03,,1,1,752110,3
2016-01-01,1446,37,Female,C8,Master,119932,2012-02-09,,2,4,789400,3
2017-06-01,1447,44,Male,C29,Master,56478,2017-06-05,,3,3,0,1
2017-12-01,1448,36,Female,C8,College,57087,2017-11-28,,2,2,0,1
2016-11-01,1449,25,Female,C10,College,36529,2016-11-16,,1,1,0,1
2016-01-01,1450,30,Female,C6,Bachelor,33246,2015-12-07,,2,2,100740,2
2016-01-01,1451,25,Female,C25,Bachelor,61502,2015-08-08,,1,1,212400,1
2017-01-01,1452,30,Male,C24,Master,61218,2017-01-14,,1,1,0,1
2016-01-01,1453,30,Male,C20,College,34593,2015-09-28,,1,1,159010,2
2017-04-01,1454,33,Male,C3,Master,135337,2017-04-17,,3,3,0,1
2017-01-01,1455,30,Male,C17,Bachelor,55718,2017-01-11,,2,2,0,1
2016-12-01,1456,32,Male,C9,Bachelor,54906,2016-12-02,,2,2,0,1
2017-07-01,1457,35,Male,C12,Bachelor,48050,2017-07-12,,3,3,0,1
2016-01-01,1458,27,Female,C17,Master,41971,2015-09-01,,2,2,0,2
2016-01-01,1459,34,Male,C25,Master,70994,2015-09-10,,2,2,657100,2
2016-01-01,1461,44,Male,C10,College,39841,2012-09-24,,2,2,1105160,2
2017-10-01,1462,26,Female,C18,Master,58278,2017-10-16,,2,2,0,1
2016-01-01,1463,41,Male,C2,Bachelor,38105,2015-08-25,,1,1,213540,3
2016-01-01,1464,47,Female,C25,Master,69141,2015-07-07,,1,2,4363780,4
2016-01-01,1465,34,Male,C17,College,45180,2015-12-03,,3,3,0,1
2016-01-01,1466,41,Male,C2,Bachelor,45183,2016-01-05,,2,2,0,1
2017-09-01,1468,30,Male,C20,Bachelor,66779,2017-09-01,,3,3,0,1
2016-09-01,1469,27,Male,C9,College,44091,2016-08-30,,1,1,0,1
2016-01-01,1470,29,Male,C28,College,47565,2015-02-17,,1,1,1506230,4
2016-01-01,1471,35,Male,C27,Bachelor,43690,2013-05-27,,1,1,564250,2
2016-01-01,1472,40,Female,C22,Master,107368,2011-07-18,,2,4,743850,2
2016-01-01,1473,41,Male,C26,College,94171,2015-07-17,,3,3,0,1
2016-10-01,1474,27,Male,C27,Bachelor,25207,2016-10-17,,2,2,0,1
2017-02-01,1475,27,Male,C21,Bachelor,104567,2017-02-01,,3,3,0,3
2017-06-01,1476,33,Male,C14,Bachelor,39422,2017-06-13,,2,2,0,1
2016-07-01,1477,29,Male,C8,Master,110542,2016-07-06,,4,4,0,1
2017-02-01,1479,36,Male,C5,College,50436,2017-02-06,,3,3,0,4
2016-01-01,1480,29,Female,C25,College,39635,2015-12-11,2016-01-04,2,2,0,1
2016-01-01,1481,35,Female,C2,Bachelor,16688,2016-01-06,,1,1,0,1
2017-04-01,1482,38,Female,C27,Bachelor,50211,2017-04-11,,3,3,0,1
2016-01-01,1483,23,Female,C13,Master,40408,2015-07-07,,1,1,369200,1
2016-01-01,1484,44,Male,C2,College,101198,2011-09-14,,2,4,1597640,3
2017-04-01,1485,25,Male,C21,Bachelor,46010,2017-03-29,,1,1,0,1
2016-01-01,1486,43,Female,C15,College,81172,2013-12-09,,1,4,1729790,3
2016-01-01,1487,29,Male,C26,Master,23299,2015-12-28,,1,1,0,1
2017-08-01,1489,29,Male,C8,Bachelor,39403,2017-08-18,,2,2,0,1
2017-03-01,1490,38,Female,C21,College,71142,2017-03-20,,2,2,0,1
2017-04-01,1491,25,Male,C20,Bachelor,56936,2017-04-18,,2,2,0,1
2017-10-01,1492,42,Male,C1,College,130279,2017-10-04,,3,3,0,1
2016-07-01,1493,26,Male,C19,Master,64476,2016-07-21,,1,1,0,3
2016-01-01,1494,32,Female,C18,College,34356,2015-05-09,2016-01-07,1,1,0,1
2017-07-01,1495,29,Male,C22,Master,97212,2017-06-29,,2,2,0,1
2017-05-01,1498,28,Female,C12,College,49570,2017-05-04,,2,2,0,1
2017-06-01,1500,31,Male,C18,Master,86551,2017-06-13,,3,3,0,1
2017-11-01,1501,38,Male,C5,Master,73316,2017-11-17,,3,3,0,1
2016-10-01,1502,35,Female,C21,Master,64780,2016-09-28,,2,2,0,1
2016-01-01,1504,48,Male,C8,Master,31555,2015-03-02,,2,2,981690,3
2017-07-01,1505,26,Female,C22,Bachelor,69831,2017-07-03,,3,3,0,1
2016-08-01,1506,31,Female,C14,Bachelor,57107,2016-08-15,,1,1,0,1
2016-01-01,1507,39,Female,C19,Master,60780,2015-10-28,2016-01-25,2,2,0,1
2016-01-01,1508,32,Male,C23,College,108452,2010-07-21,,2,3,1164260,2
2016-07-01,1509,33,Male,C27,Bachelor,79222,2016-07-20,,2,2,0,2
2016-01-01,1510,26,Female,C16,Bachelor,92375,2014-07-14,,1,3,260000,1
2016-05-01,1512,31,Male,C23,Bachelor,49957,2016-05-05,,2,2,0,2
2016-01-01,1513,24,Female,C28,College,19448,2015-07-06,,1,2,898660,3
2017-08-01,1514,32,Male,C20,College,54667,2017-08-01,,3,3,0,1
2017-11-01,1515,35,Male,C24,Master,84573,2017-10-31,,3,3,0,1
2016-07-01,1516,34,Female,C12,Master,75453,2016-07-07,,2,2,0,1
2016-01-01,1517,41,Female,C11,Master,125545,2012-09-20,,1,3,494870,2
2017-09-01,1518,36,Female,C15,Master,113064,2017-09-01,,3,3,0,1
2016-01-01,1520,31,Male,C5,Master,64559,2010-10-30,,1,2,369240,3
2017-12-01,1521,31,Male,C20,Bachelor,31401,2017-12-07,,1,1,0,1
2017-05-01,1522,30,Female,C6,Master,64606,2017-05-08,,2,2,0,1
2017-01-01,1523,28,Female,C2,Master,35116,2017-01-03,,1,1,0,1
2016-01-01,1524,35,Female,C13,College,44784,2015-09-24,,2,2,674660,2
2016-01-01,1525,28,Female,C13,College,61884,2015-08-17,,2,2,262890,1
2016-01-01,1526,32,Male,C1,Master,60087,2013-12-24,,1,1,783220,3
2017-05-01,1527,31,Male,C5,Master,82042,2017-05-08,,2,2,0,1
2016-01-01,1528,42,Male,C25,Master,76707,2015-11-30,,2,2,0,1
2017-11-01,1529,37,Female,C5,College,20523,2017-11-07,,1,1,0,1
2017-07-01,1530,26,Male,C20,Master,44841,2017-07-25,,1,1,0,1
2016-01-01,1531,31,Male,C25,Master,46001,2014-01-21,,2,2,94250,1
2016-09-01,1532,36,Male,C2,Bachelor,48555,2016-09-15,,2,2,0,1
2017-09-01,1533,32,Female,C22,College,74305,2017-09-21,,3,3,0,1
2017-02-01,1534,29,Female,C26,College,96076,2017-02-23,,3,3,0,3
2016-07-01,1536,27,Male,C15,Master,39731,2016-07-19,,1,1,0,1
2016-01-01,1540,31,Male,C5,Master,44949,2013-04-29,,1,2,1243200,3
2017-05-01,1541,40,Male,C4,College,48956,2017-05-15,,1,1,0,1
2016-01-01,1542,39,Female,C6,College,42300,2015-11-13,,1,1,0,1
2016-01-01,1543,44,Male,C4,Bachelor,31948,2015-06-18,2016-01-16,1,1,0,1
2016-11-01,1544,37,Male,C13,Bachelor,90123,2016-10-31,,2,2,0,1
2017-01-01,1547,33,Female,C13,Master,57863,2017-01-02,,2,2,0,1
2016-01-01,1548,27,Male,C20,Bachelor,35090,2015-10-19,,1,1,809680,3
2016-01-01,1549,34,Female,C21,Bachelor,95945,2012-08-30,,1,3,630370,2
2017-10-01,1550,30,Male,C2,Bachelor,25552,2017-10-03,,2,2,0,1
2016-06-01,1553,44,Female,C1,College,24821,2016-06-23,,1,1,0,1
2016-01-01,1555,28,Male,C23,Bachelor,42317,2015-06-23,,1,1,1101450,4
2017-06-01,1556,30,Female,C26,College,21762,2017-06-08,,1,1,0,1
2016-05-01,1557,32,Male,C12,Master,47379,2016-05-23,,1,1,0,1
2016-01-01,1558,30,Male,C22,College,34561,2015-09-29,,2,2,1240350,3
2016-01-01,1559,38,Female,C14,Master,62853,2015-06-25,,1,1,409010,3
2016-01-01,1560,35,Male,C7,Bachelor,44999,2012-08-13,,1,2,1092610,2
2016-11-01,1561,31,Male,C25,College,30292,2016-11-15,,1,1,0,1
2016-01-01,1562,25,Female,C17,Master,31361,2015-06-10,,1,1,693170,2
2016-06-01,1563,41,Female,C27,Master,35176,2016-06-21,,2,2,0,1
2016-01-01,1565,35,Female,C9,Bachelor,30310,2015-10-23,,1,1,815560,3
2017-07-01,1566,31,Female,C6,College,59451,2017-06-28,,3,3,0,1
2016-08-01,1567,36,Male,C22,Bachelor,46726,2016-07-29,,3,3,0,1
2017-12-01,1568,34,Male,C20,Bachelor,70455,2017-12-11,,2,2,0,1
2016-01-01,1569,23,Male,C21,Master,56760,2015-05-13,,1,1,475740,3
2016-11-01,1570,33,Female,C21,Master,72503,2016-10-31,,2,2,0,1
2016-10-01,1571,23,Male,C16,Master,54632,2016-09-28,,1,1,0,1
2016-06-01,1572,30,Male,C8,College,21245,2016-06-06,,2,2,0,1
2016-01-01,1573,29,Female,C8,Bachelor,62349,2012-07-30,,1,2,1143740,3
2016-07-01,1574,27,Male,C14,College,72839,2016-06-28,,2,2,0,1
2016-09-01,1575,34,Male,C15,Master,111621,2016-08-30,2016-09-22,3,3,0,1
2017-04-01,1576,28,Male,C26,Master,71740,2017-04-04,,3,3,0,2
2016-09-01,1577,31,Female,C24,College,43963,2016-09-17,,2,2,0,1
2016-01-01,1578,41,Male,C13,Master,54922,2015-10-05,,2,2,319690,2
2016-12-01,1579,23,Male,C10,College,32779,2016-12-10,,1,1,0,1
2016-09-01,1580,27,Male,C27,College,23149,2016-09-05,,2,2,0,1
2016-07-01,1581,29,Male,C15,College,25873,2016-06-30,2016-06-30,1,1,0,1
2016-01-01,1582,39,Male,C3,Bachelor,52711,2015-08-31,,2,2,268040,2
2016-01-01,1583,27,Female,C16,College,12456,2015-05-07,2016-01-11,1,1,0,1
2016-01-01,1585,47,Male,C7,Bachelor,117644,2010-06-16,,2,4,1055800,3
2017-09-01,1586,30,Female,C6,College,75643,2017-09-20,,2,2,0,1
2016-01-01,1587,46,Female,C20,College,48111,2015-02-17,,2,2,508800,3
2016-01-01,1588,40,Male,C5,Bachelor,84516,2012-09-20,,1,2,640200,2
2016-01-01,1589,38,Male,C15,Master,55037,2015-10-26,,3,3,742310,1
2017-06-01,1590,31,Female,C17,College,38396,2017-06-05,,2,2,0,1
2016-01-01,1591,28,Male,C19,Bachelor,43897,2015-12-16,2016-01-25,2,2,0,1
2017-05-01,1592,25,Female,C29,Master,58051,2017-05-03,,1,1,0,2
2017-11-01,1593,27,Male,C28,College,49886,2017-11-23,,2,2,0,1
2017-08-01,1594,33,Male,C20,Bachelor,76101,2017-07-31,,3,3,0,1
2016-01-01,1595,28,Male,C22,Bachelor,27572,2015-08-04,,1,1,280110,2
2016-01-01,1597,38,Female,C17,Bachelor,54600,2012-05-31,,2,2,50000,1
2016-10-01,1598,34,Male,C20,Master,95284,2016-10-04,,4,4,0,1
2017-07-01,1599,29,Female,C9,Master,108812,2017-07-04,,3,3,0,1
2016-08-01,1600,36,Male,C14,Master,83083,2016-08-13,,3,3,0,1
2016-09-01,1601,31,Male,C12,College,59932,2016-08-29,,2,2,0,1
2016-01-01,1602,38,Male,C10,College,22645,2015-09-12,,1,1,200000,1
